,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
3286,819,0.00599,0.000851,0.2082,3.335626,0.694568,806.96,CAMLG,calcium modulating ligand
3287,6742,0.00601,0.000855,0.1571,3.334398,0.5237277,769.29,SSBP1,single stranded DNA binding protein 1
3288,11039,0.00601,0.000855,0.3323,-3.334308,-1.1081284,2369.51,GUSBP14,GUSB pseudogene 14
3289,101928205,0.00601,0.000856,0.4337,-3.3341,-1.4461021,43.47,LINC02097,long intergenic non-protein coding RNA 2097
3290,23327,0.00602,0.000856,0.2494,3.333941,0.8316321,2758.89,NEDD4L,NEDD4 like E3 ubiquitin protein ligase
3291,6170,0.00603,0.000859,0.2737,3.33319,0.9124087,7018.16,RPL39,ribosomal protein L39
3292,8704,0.00606,0.000863,0.2335,3.331736,0.7781258,342.19,B4GALT2,"beta-1,4-galactosyltransferase 2"
3293,84790,0.00609,0.000868,0.3116,3.330249,1.037726,2699.68,TUBA1C,tubulin alpha 1c
3294,10203,0.0061,0.000869,0.2301,-3.329752,-0.7662279,2309.4,CALCRL,calcitonin receptor like receptor
3295,5961,0.0061,0.000869,0.4005,-3.329828,-1.3336532,138.35,PRPH2,peripherin 2
3296,6222,0.00611,0.000872,0.2739,3.328962,0.9118341,4881.52,RPS18,ribosomal protein S18
3297,51363,0.00611,0.000872,0.187,3.328945,0.6224534,4357.0,CHST15,carbohydrate sulfotransferase 15
3298,861,0.00612,0.000873,0.6463,3.328474,2.1513452,2207.33,RUNX1,RUNX family transcription factor 1
3299,79635,0.00616,0.00088,0.2714,-3.326391,-0.9027234,226.63,CCDC121,coiled-coil domain containing 121
3300,441024,0.00618,0.000882,0.1796,3.325539,0.5974211,944.35,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
3301,92162,0.00619,0.000884,0.415,-3.325081,-1.379988,36.98,TMEM88,transmembrane protein 88
3302,285349,0.00619,0.000884,0.2356,-3.324933,-0.7832395,487.53,ZNF660,zinc finger protein 660
3303,54681,0.0062,0.000887,0.2201,3.324218,0.7317594,1265.38,P4HTM,"prolyl 4-hydroxylase, transmembrane"
3304,221035,0.0062,0.000886,0.2427,3.324369,0.8069813,3467.94,REEP3,receptor accessory protein 3
3305,107984992,0.0062,0.000887,0.2675,-3.324254,-0.8893673,65.86,LOC107984992,uncharacterized LOC107984992
3306,348487,0.0062,0.000887,0.5208,-3.324017,-1.7310943,14.7,FAM131C,family with sequence similarity 131 member C
3307,201625,0.0062,0.000888,0.4037,-3.323942,-1.341759,57.87,DNAH12,dynein axonemal heavy chain 12
3308,27154,0.00621,0.000888,0.157,3.323679,0.5217134,2342.4,BRPF3,bromodomain and PHD finger containing 3
3309,3164,0.00621,0.000889,0.8654,-3.323334,-2.8760824,4255.32,NR4A1,nuclear receptor subfamily 4 group A member 1
3310,107986990,0.00622,0.00089,1.0458,-3.323157,-3.4752229,26.92,LOC107986990,uncharacterized LOC107986990
3311,79723,0.00622,0.000891,0.1506,-3.322786,-0.500332,361.82,SUV39H2,SUV39H2 histone lysine methyltransferase
3312,4588,0.00623,0.000892,0.527,-3.322415,-1.7508037,40.8,MUC6,"mucin 6, oligomeric mucus/gel-forming"
3313,7225,0.00623,0.000893,0.4978,-3.322383,-1.6539259,916.98,TRPC6,transient receptor potential cation channel subfamily C member 6
3314,4539,0.00623,0.000893,0.2776,3.322378,0.922373,4249.99,ND4L,NADH dehydrogenase subunit 4L
3315,341350,0.00623,0.000894,0.676,-3.321867,-2.2457197,55.33,OVCH1,ovochymase 1
3316,9781,0.00624,0.000895,0.372,3.32164,1.2357689,1532.17,RNF144A,ring finger protein 144A
3317,8624,0.00624,0.000896,0.194,3.321292,0.6444459,817.37,PSMG1,proteasome assembly chaperone 1
3318,51655,0.00625,0.000897,0.4706,3.320974,1.5627367,270.43,RASD1,ras related dexamethasone induced 1
3319,54935,0.00625,0.000898,0.4607,3.320792,1.5300029,130.32,DUSP23,dual specificity phosphatase 23
3320,55137,0.00625,0.000898,0.3396,-3.32068,-1.1277284,319.02,FIGN,"fidgetin, microtubule severing factor"
3321,130951,0.00626,0.0009,0.4388,3.320107,1.4570244,213.26,M1AP,meiosis 1 associated protein
3322,51184,0.00627,0.0009,0.2182,3.319933,0.7242896,448.98,GPN3,GPN-loop GTPase 3
3323,256356,0.00627,0.000902,0.2369,3.319333,0.7864139,2144.2,GK5,glycerol kinase 5
3324,105372449,0.00627,0.000902,0.2949,-3.319404,-0.9788044,80.13,LOC105372449,uncharacterized LOC105372449
3325,6778,0.00635,0.000914,0.2345,3.315852,0.7774457,5737.41,STAT6,signal transducer and activator of transcription 6
3326,56119,0.00636,0.000915,0.4522,3.31556,1.4992264,28.83,PCDHACT,protocadherin alpha constant
3327,4522,0.00636,0.000915,0.1566,3.315498,0.5192,2039.26,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
3328,122704,0.00636,0.000915,0.1739,3.315388,0.5765403,299.96,MRPL52,mitochondrial ribosomal protein L52
3329,10667,0.00637,0.000918,0.1867,-3.314403,-0.6186878,1440.84,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial"
3330,145694,0.00637,0.000918,0.3842,-3.314409,-1.2732759,44.57,KIF23-AS1,KIF23 and PAQR5 antisense RNA 1
3331,105378180,0.00638,0.000919,0.4213,-3.314074,-1.3963284,172.16,LOC105378180,uncharacterized LOC105378180
3332,84077,0.00641,0.000924,0.3049,-3.312604,-1.0098969,104.37,C3orf20,chromosome 3 open reading frame 20
3334,4641,0.00642,0.000926,0.2751,3.312184,0.9111439,4972.95,MYO1C,myosin IC
3335,445815,0.00642,0.000927,0.1568,-3.311937,-0.5194204,4778.14,PALM2AKAP2,PALM2 and AKAP2 fusion
3336,23601,0.00643,0.000929,0.484,3.311208,1.6026702,208.83,CLEC5A,C-type lectin domain containing 5A
3337,4296,0.00643,0.000928,0.164,3.311456,0.5430244,1035.03,MAP3K11,mitogen-activated protein kinase kinase kinase 11
3338,105371481,0.00643,0.000929,0.4005,3.311168,1.3261328,96.59,LOC105371481,uncharacterized LOC105371481
3339,51599,0.00643,0.000929,0.2777,3.311338,0.9195999,1023.85,LSR,lipolysis stimulated lipoprotein receptor
3340,85371,0.00643,0.000929,0.2902,-3.311224,-0.9609247,158.61,KIAA1656,KIAA1656 protein
3341,3491,0.00643,0.00093,0.6978,-3.310924,-2.3103116,8031.57,CCN1,cellular communication network factor 1
3342,81929,0.00643,0.00093,0.1872,3.31089,0.619815,1478.96,SEH1L,SEH1 like nucleoporin
3343,9862,0.00644,0.000931,0.1637,3.310598,0.5419024,1172.94,MED24,mediator complex subunit 24
3344,5891,0.00645,0.000932,0.3484,-3.310144,-1.1533695,657.35,MOK,MOK protein kinase
3345,107984258,0.00645,0.000933,0.2473,-3.309892,-0.8184089,142.78,LOC107984258,replaced by ID 107984257
3346,6660,0.00645,0.000933,0.576,-3.309915,-1.9065456,632.79,SOX5,SRY-box transcription factor 5
3347,102723324,0.00645,0.000934,0.4801,-3.309556,-1.5890638,22.82,LOC102723324,uncharacterized LOC102723324
3348,1381,0.00646,0.000935,0.9646,-3.309394,-3.1923384,671.71,CRABP1,cellular retinoic acid binding protein 1
3349,10327,0.00646,0.000935,0.2141,3.309288,0.708665,2653.8,AKR1A1,aldo-keto reductase family 1 member A1
3350,166815,0.00646,0.000936,0.159,3.30895,0.5261031,433.63,TIGD2,tigger transposable element derived 2
3351,56241,0.00652,0.000945,0.2239,3.306461,0.7402644,248.02,SUSD2,sushi domain containing 2
3352,2069,0.00652,0.000946,1.0546,3.306205,3.4866524,64.43,EREG,epiregulin
3353,105374960,0.00652,0.000946,0.6167,-3.306161,-2.0389773,28.68,LOC105374960,uncharacterized LOC105374960
3354,102724330,0.00653,0.000947,0.2769,-3.305703,-0.915309,302.35,PCMTD1-DT,PCMTD1 divergent transcript
3355,79711,0.00653,0.000949,0.1917,3.305372,0.6335343,729.73,IPO4,importin 4
3356,200010,0.00655,0.000951,0.3356,-3.304681,-1.1091296,203.59,SLC5A9,solute carrier family 5 member 9
3357,58985,0.00657,0.000954,0.5588,-3.303812,-1.8462593,68.35,IL22RA1,interleukin 22 receptor subunit alpha 1
3358,27233,0.00657,0.000955,0.5061,-3.30349,-1.6717688,112.52,SULT1C4,sulfotransferase family 1C member 4
3359,85004,0.00657,0.000955,0.5016,-3.303426,-1.6568673,101.32,RERG,RAS like estrogen regulated growth inhibitor
3360,8938,0.00659,0.000957,0.4931,3.302746,1.6286962,183.67,BAIAP3,BAI1 associated protein 3
3361,9900,0.00662,0.000963,0.3236,3.301172,1.0682281,261.46,SV2A,synaptic vesicle glycoprotein 2A
3362,83666,0.00662,0.000964,0.3493,3.300955,1.1529209,2724.18,PARP9,poly(ADP-ribose) polymerase family member 9
3363,728978,0.00662,0.000964,0.7408,3.30096,2.4453544,30.86,UNC5B-AS1,UNC5B antisense RNA 1
3364,23786,0.00662,0.000963,0.2091,3.301001,0.6901181,2561.19,BCL2L13,BCL2 like 13
3365,9045,0.00662,0.000964,0.2987,3.300726,0.9858037,4117.75,RPL14,ribosomal protein L14
3366,100131089,0.00662,0.000964,0.1923,-3.30074,-0.6348624,280.23,SRP14-DT,SRP14 divergent transcript
3367,51031,0.00664,0.000967,0.173,3.29987,0.5709829,1818.65,GLOD4,glyoxalase domain containing 4
3368,56981,0.00666,0.000971,0.2514,-3.298941,-0.8294312,1309.53,PRDM11,PR/SET domain 11
3369,105375067,0.00667,0.000972,1.0764,-3.298423,-3.5503857,21.05,LOC105375067,
3370,1118,0.00667,0.000973,0.847,3.298288,2.7937705,458.26,CHIT1,chitinase 1
3371,2797,0.00668,0.000973,0.3604,-3.298076,-1.18867,77.83,GNRH2,gonadotropin releasing hormone 2
3372,729633,0.00669,0.000976,0.242,-3.29743,-0.7980696,178.19,MRS2P2,MRS2 pseudogene 2
3373,55636,0.0067,0.000977,0.1866,-3.296992,-0.6153225,1841.36,CHD7,chromodomain helicase DNA binding protein 7
3374,57413,0.00671,0.000979,0.4906,3.296427,1.6171753,33.74,TMIGD3,transmembrane and immunoglobulin domain containing 3
3376,146562,0.00671,0.000981,0.2813,-3.296053,-0.9273202,93.81,DNAAF8,dynein axonemal assembly factor 8
3377,868,0.00672,0.000982,0.2536,-3.295734,-0.8357682,2469.08,CBLB,Cbl proto-oncogene B
3378,100507437,0.00673,0.000983,0.3411,-3.295396,-1.1239624,31.39,MTA1-DT,MTA1 divergent transcript
3379,284525,0.00673,0.000983,0.756,-3.295254,-2.491345,13.31,SLC9C2,solute carrier family 9 member C2 (putative)
3380,127829,0.00673,0.000984,0.1736,3.295056,0.5720395,595.74,ARL8A,ADP ribosylation factor like GTPase 8A
3381,105379012,0.00673,0.000984,0.636,-3.294992,-2.0955043,25.04,LOC105379012,uncharacterized LOC105379012
3382,107986970,0.00673,0.000985,0.5533,-3.294852,-1.8230158,27.55,LOC107986970,uncharacterized LOC107986970
3383,6275,0.00675,0.000988,0.4939,3.294063,1.62689,697.07,S100A4,S100 calcium binding protein A4
3384,399888,0.00675,0.000988,1.0408,-3.293988,-3.4282498,41.48,FAM180B,family with sequence similarity 180 member B
3385,102724687,0.00677,0.000991,0.272,-3.293137,-0.8956294,64.65,LOC102724687,uncharacterized LOC102724687
3386,105378116,0.00677,0.000991,0.468,-3.293024,-1.5410728,80.92,LOC105378116,uncharacterized LOC105378116
3387,138065,0.00677,0.000992,0.9806,3.292671,3.2286286,43.2,RNF183,ring finger protein 183
3388,8986,0.00679,0.000995,0.3,3.291961,0.9876644,344.0,RPS6KA4,ribosomal protein S6 kinase A4
3389,170082,0.00682,0.001,0.1834,-3.290565,-0.6034777,220.06,TCEANC,transcription elongation factor A N-terminal and central domain containing
3391,653188,0.00682,0.001,0.3339,-3.290156,-1.0986734,392.21,GUSBP3,GUSB pseudogene 3
3393,113218492,0.00682,0.001,0.5115,-3.290084,-1.6829058,22.15,MIR10526,microRNA 10526
3394,151963,0.00682,0.001,0.2048,3.289907,0.6737283,200.84,MB21D2,Mab-21 domain containing 2
3395,791114,0.00682,0.001,0.7486,-3.289966,-2.4627901,149.04,PWRN1,Prader-Willi region non-protein coding RNA 1
3396,79762,0.00683,0.001,0.4873,3.289738,1.6031633,2968.98,C1orf115,chromosome 1 open reading frame 115
3397,122953,0.00683,0.001,0.3731,-3.289676,-1.2274409,832.43,JDP2,Jun dimerization protein 2
3398,80199,0.00683,0.001,0.1869,3.289544,0.6147701,352.12,FUZ,fuzzy planar cell polarity protein
3399,10248,0.00684,0.00101,0.1954,3.289077,0.6427279,153.41,POP7,"POP7 homolog, ribonuclease P/MRP subunit"
3400,57630,0.00684,0.00101,0.2284,-3.28874,-0.7511372,2348.01,SH3RF1,SH3 domain containing ring finger 1
3401,7005,0.00684,0.00101,0.2784,3.288666,0.915601,640.31,TEAD3,TEA domain transcription factor 3
3402,57062,0.00684,0.00101,0.1662,3.288694,0.5464927,4971.76,DDX24,DEAD-box helicase 24
3403,29920,0.00685,0.00101,0.1978,3.287934,0.6502423,618.5,PYCR2,pyrroline-5-carboxylate reductase 2
3404,100507462,0.00685,0.00101,0.3416,-3.287903,-1.1230312,38.91,CCDC28A-AS1,CCDC28A antisense RNA 1
3405,130,0.00686,0.00101,0.6295,-3.287783,-2.0697204,26.36,ADH6,alcohol dehydrogenase 6 (class V)
3406,9349,0.00686,0.00101,0.2551,3.287467,0.8386467,11791.25,RPL23,ribosomal protein L23
3407,9903,0.00687,0.00101,0.2311,3.28713,0.75982,1596.8,KLHL21,kelch like family member 21
3408,6206,0.00687,0.00101,0.2753,3.286837,0.9049331,8583.9,RPS12,ribosomal protein S12
3409,6319,0.00687,0.00101,0.5716,3.286865,1.8786697,1009.79,SCD,stearoyl-CoA desaturase
3410,267010,0.00688,0.00101,0.9333,-3.286376,-3.0670777,85.44,RNU12,"RNA, U12 small nuclear"
3411,107986515,0.00688,0.00102,0.3063,-3.286224,-1.006563,365.04,LOC107986515,
3412,440145,0.00688,0.00102,0.2084,3.286135,0.6848321,311.88,MZT1,mitotic spindle organizing protein 1
3413,84522,0.0069,0.00102,0.1739,3.285143,0.5713882,691.45,JAGN1,jagunal homolog 1
3414,105372815,0.00691,0.00102,1.1587,-3.284775,-3.8059422,151.85,LOC105372815,uncharacterized LOC105372815
3415,151516,0.00693,0.00102,0.2972,-3.283623,-0.975988,33.89,ASPRV1,aspartic peptidase retroviral like 1
3416,102723791,0.00693,0.00102,0.3856,-3.283704,-1.2663076,71.38,LOC102723791,uncharacterized LOC102723791
3417,51234,0.00695,0.00103,0.1772,3.282985,0.5818149,679.98,EMC4,ER membrane protein complex subunit 4
3418,3106,0.00697,0.00103,0.5224,3.282013,1.7145836,28046.97,HLA-B,"major histocompatibility complex, class I, B"
3419,51504,0.00697,0.00103,0.2193,3.281979,0.7198388,1009.48,TRMT112,tRNA methyltransferase activator subunit 11-2
3420,22807,0.00698,0.00103,0.2525,3.281318,0.8284001,4284.04,IKZF2,IKAROS family zinc finger 2
3421,5032,0.00699,0.00103,0.2644,3.281099,0.8676405,217.7,P2RY11,purinergic receptor P2Y11
3422,100132541,0.00699,0.00104,0.6882,-3.280779,-2.2577078,24.55,GXYLT1P3,GXYLT1 pseudogene 3
3423,107985746,0.007,0.00104,0.6284,-3.280567,-2.0614551,20.23,LOC107985746,
3424,5805,0.00703,0.00104,0.2066,3.278961,0.6773487,524.18,PTS,6-pyruvoyltetrahydropterin synthase
3425,4885,0.00703,0.00104,0.8416,3.27876,2.7595654,23.82,NPTX2,neuronal pentraxin 2
3426,51293,0.00703,0.00104,0.3226,3.278776,1.0577287,729.42,CD320,CD320 molecule
3427,122402,0.00704,0.00104,0.5764,-3.278424,-1.889837,438.94,TDRD9,tudor domain containing 9
3428,84215,0.00704,0.00104,0.5385,-3.278495,-1.7654056,23.18,ZNF541,zinc finger protein 541
3429,5738,0.00706,0.00105,0.2172,3.277424,0.7119865,1564.57,PTGFRN,prostaglandin F2 receptor inhibitor
3430,399821,0.00706,0.00105,0.331,-3.27744,-1.0848372,80.02,EDRF1-DT,EDRF1 divergent transcript
3432,105377483,0.00708,0.00105,0.6181,-3.276632,-2.025372,106.37,LOC105377483,uncharacterized LOC105377483
3433,84524,0.00708,0.00105,0.2426,-3.276344,-0.7948457,357.45,ZC3H8,zinc finger CCCH-type containing 8
3434,254187,0.00708,0.00105,0.6917,-3.27628,-2.2662343,23.14,TSGA10IP,testis specific 10 interacting protein
3435,5029,0.00709,0.00105,0.3361,3.275716,1.101087,3094.92,P2RY2,purinergic receptor P2Y2
3436,100874313,0.00714,0.00106,0.595,-3.273869,-1.9479032,16.71,AGBL4-IT1,AGBL4 intronic transcript 1
3437,105370152,0.00714,0.00106,0.4664,-3.273808,-1.5268285,55.14,LOC105370152,uncharacterized LOC105370152
3438,5097,0.00714,0.00106,0.3924,3.273567,1.2844041,2695.75,PCDH1,protocadherin 1
3439,324,0.00715,0.00106,0.165,-3.273058,-0.5399464,1886.13,APC,APC regulator of WNT signaling pathway
3440,116228,0.00715,0.00106,0.1895,-3.272934,-0.6201917,2057.0,COX20,cytochrome c oxidase assembly factor COX20
3441,100125288,0.00717,0.00107,0.2916,3.272326,0.9543037,96.12,ZGLP1,zinc finger GATA like protein 1
3442,90736,0.00717,0.00107,0.2749,-3.271899,-0.899309,187.57,FAM104B,family with sequence similarity 104 member B
3443,6176,0.00718,0.00107,0.2591,3.271727,0.8475896,8442.56,RPLP1,ribosomal protein lateral stalk subunit P1
3444,4610,0.00719,0.00107,0.5392,-3.271095,-1.7636172,239.74,MYCL,"MYCL proto-oncogene, bHLH transcription factor"
3445,2202,0.00719,0.00107,0.4524,-3.271095,-1.4797782,4139.18,EFEMP1,EGF containing fibulin extracellular matrix protein 1
3446,3303,0.00719,0.00107,0.6413,-3.2711,-2.0976884,4969.67,HSPA1A,heat shock protein family A (Hsp70) member 1A
3447,646029,0.00719,0.00107,0.4688,-3.270907,-1.5333378,19.78,LINC03030,long intergenic non-protein coding RNA 3030
3449,23017,0.00721,0.00108,0.9157,-3.269846,-2.9943498,31.02,FAIM2,Fas apoptotic inhibitory molecule 2
3450,824,0.00722,0.00108,0.2819,3.269246,0.9216168,9233.53,CAPN2,calpain 2
3451,107986010,0.00724,0.00108,0.6627,-3.268651,-2.1660749,33.55,LOC107986010,uncharacterized LOC107986010
3452,171586,0.00726,0.00108,0.3716,3.267757,1.2142787,1440.53,ABHD3,"abhydrolase domain containing 3, phospholipase"
3453,7084,0.00727,0.00109,0.234,3.267239,0.7645222,2701.54,TK2,thymidine kinase 2
3454,389715,0.00728,0.00109,0.5491,-3.266795,-1.7937167,13.66,FAM205BP,transmembrane protein C9orf144B pseudogene
3455,55239,0.00728,0.00109,0.1681,3.26651,0.5490633,1245.78,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1
3456,107984746,0.00729,0.00109,0.6507,-3.266118,-2.1251165,23.35,LOC107984746,uncharacterized LOC107984746
3457,392255,0.00731,0.00109,0.6805,-3.265251,-2.2220519,11.37,GDF6,growth differentiation factor 6
3459,55686,0.00735,0.0011,0.2345,3.263464,0.7653938,453.52,MREG,melanoregulin
3460,100129434,0.00736,0.0011,0.4109,-3.263033,-1.3406389,286.14,LOC100129434,uncharacterized LOC100129434
3461,10060,0.00736,0.0011,0.4154,-3.262954,-1.3554465,1091.11,ABCC9,ATP binding cassette subfamily C member 9
3462,79846,0.00738,0.00111,0.378,-3.262134,-1.2331357,856.2,CFAP69,cilia and flagella associated protein 69
3465,54531,0.00741,0.00111,0.1918,3.260854,0.6252836,613.12,MIER2,MIER family member 2
3467,105371622,0.00742,0.00111,0.2115,-3.260305,-0.6896846,500.23,LOC105371622,uncharacterized LOC105371622
3468,79154,0.00742,0.00111,0.3755,3.260122,1.2241117,341.67,DHRS11,dehydrogenase/reductase 11
3469,7047,0.00743,0.00111,0.5662,-3.259881,-1.8458832,20.11,TGM4,transglutaminase 4
3470,6390,0.00746,0.00112,0.1886,3.258699,0.6145615,1368.75,SDHB,succinate dehydrogenase complex iron sulfur subunit B
3471,4982,0.00746,0.00112,0.453,-3.258455,-1.4760052,852.87,TNFRSF11B,TNF receptor superfamily member 11b
3472,653567,0.00747,0.00112,0.5753,3.258125,1.8743593,49.47,TMEM236,transmembrane protein 236
3473,203238,0.00747,0.00112,0.3223,-3.257972,-1.0500687,666.86,CCDC171,coiled-coil domain containing 171
3475,26863,0.00749,0.00113,0.3982,-3.256951,-1.2969339,51.19,RNVU1-18,"RNA, variant U1 small nuclear 18"
3476,105374137,0.00752,0.00113,0.5589,3.255694,1.8194817,32.43,LOC105374137,uncharacterized LOC105374137
3477,80328,0.00754,0.00113,0.6778,3.254944,2.2063609,38.67,ULBP2,UL16 binding protein 2
3478,196383,0.00754,0.00113,0.1823,-3.254781,-0.593418,544.47,RILPL2,Rab interacting lysosomal protein like 2
3479,114904,0.00754,0.00113,0.1769,3.254743,0.5758805,477.97,C1QTNF6,C1q and TNF related 6
3480,107985073,0.00755,0.00114,0.8892,3.25416,2.8937189,55.71,LOC107985073,
3481,5106,0.00756,0.00114,0.2754,3.254011,0.8960798,1137.4,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial"
3482,79016,0.00756,0.00114,0.247,3.253846,0.8037913,404.58,DDA1,DET1 and DDB1 associated 1
3483,83595,0.00758,0.00114,0.4245,-3.253058,-1.3810675,105.79,SOX7,SRY-box transcription factor 7
3484,123591,0.00759,0.00114,0.3446,-3.252378,-1.1207642,38.99,TMEM266,transmembrane protein 266
3485,9341,0.0076,0.00115,0.1973,3.251959,0.6416702,3641.1,VAMP3,vesicle associated membrane protein 3
3486,27086,0.00761,0.00115,0.2258,-3.251542,-0.7341241,3869.66,FOXP1,forkhead box P1
3487,3068,0.00761,0.00115,0.1903,3.251332,0.6187179,3559.23,HDGF,heparin binding growth factor
3488,3608,0.00762,0.00115,0.1754,3.251048,0.5703345,4600.18,ILF2,interleukin enhancer binding factor 2
3489,107984597,0.00762,0.00115,0.8494,-3.251029,-2.7615185,18.58,LOC107984597,uncharacterized LOC107984597
3490,105375957,0.00764,0.00115,0.4625,-3.250132,-1.5030834,79.55,LOC105375957,uncharacterized LOC105375957
3491,107985906,0.00766,0.00116,0.5964,-3.249342,-1.9380103,22.57,LOC107985906,
3492,121456,0.00766,0.00116,0.441,3.249256,1.4329307,170.8,SLC9A7P1,solute carrier family 9 member 7 pseudogene 1
3493,6208,0.00766,0.00116,0.2315,3.249107,0.7521098,29686.43,RPS14,ribosomal protein S14
3494,107987097,0.00768,0.00116,0.2583,-3.248258,-0.839046,71.88,LOC107987097,uncharacterized LOC107987097
3495,441295,0.00769,0.00116,0.3933,-3.247848,-1.2773023,202.9,OR2A9P,olfactory receptor family 2 subfamily A member 9 pseudogene
3496,823,0.00769,0.00116,0.2667,3.247916,0.8662525,5392.34,CAPN1,calpain 1
3497,65244,0.00769,0.00116,0.2358,3.247798,0.7658791,1810.31,SPATS2,spermatogenesis associated serine rich 2
3498,105378824,0.00769,0.00116,0.5635,-3.247673,-1.8299147,17.09,LINC02795,long intergenic non-protein coding RNA 2795
3499,105372589,0.0077,0.00117,0.2621,3.247168,0.8510981,315.36,BCL2L1-AS1,BCL2L1 antisense RNA 1
3500,8662,0.0077,0.00117,0.1687,3.247068,0.5477313,2875.58,EIF3B,eukaryotic translation initiation factor 3 subunit B
3501,6133,0.00771,0.00117,0.2814,3.2467,0.913502,7623.03,RPL9,ribosomal protein L9
