ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8160276	2.13e-01	7.81e-02	1.9762701	-5.69493	0.4068051		
8153536	2.13e-01	7.81e-02	1.9761566	-5.6951	0.356363	PUF60	poly(U) binding splicing factor 60
8023828	2.13e-01	7.81e-02	1.9761196	-5.69516	1.6511413	NETO1	neuropilin and tolloid like 1
7951859	2.13e-01	7.81e-02	1.9760705	-5.69524	0.2346155	APOA4	apolipoprotein A4
8148446	2.13e-01	7.81e-02	1.9760378	-5.69529	1.1078625		
8162870	2.13e-01	7.81e-02	1.9759553	-5.69541	0.258727	BAAT	bile acid-CoA:amino acid N-acyltransferase
7938348	2.13e-01	7.81e-02	-1.9759533	-5.69542	-0.3144499	WEE1	WEE1 G2 checkpoint kinase
8166611	2.13e-01	7.82e-02	1.9757435	-5.69574	0.8807961	MAGEB2	MAGE family member B2
8026424	2.13e-01	7.82e-02	1.9757377	-5.69575	0.2475794	CYP4F22	cytochrome P450 family 4 subfamily F member 22
7896206	2.13e-01	7.82e-02	-1.9755899	-5.69597	-0.6319067		
8039859	2.13e-01	7.82e-02	1.9755573	-5.69603	0.9665578	KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
7941401	2.13e-01	7.82e-02	-1.9754632	-5.69617	-0.3177693	OVOL1	ovo like transcriptional repressor 1
7967658	2.13e-01	7.82e-02	1.9754235	-5.69623	0.8113074		
7991893	2.13e-01	7.82e-02	1.9752326	-5.69652	0.3859805	PRR35	proline rich 35
8064003	2.13e-01	7.82e-02	1.9750211	-5.69685	0.3684192	DPH3P1	diphthamide biosynthesis 3 pseudogene 1
7906185	2.14e-01	7.83e-02	-1.9747808	-5.69722	-0.6547931	NAXE///NAXE	NAD(P)HX epimerase///NAD(P)HX epimerase
8098342	2.14e-01	7.83e-02	1.9746643	-5.6974	0.3859709	SAP30	Sin3A associated protein 30
8136065	2.14e-01	7.83e-02	1.9745797	-5.69753	0.2768725	LOC407835	mitogen-activated protein kinase kinase 2 pseudogene
8103460	2.14e-01	7.83e-02	1.9743111	-5.69794	0.226863		
8162920	2.14e-01	7.83e-02	1.9742919	-5.69797	0.2546205	PPP3R2	protein phosphatase 3 regulatory subunit B, beta
8106401	2.14e-01	7.84e-02	1.9741438	-5.6982	0.2304053		
7933872	2.14e-01	7.84e-02	-1.973603	-5.69903	-1.3027819	EGR2	early growth response 2
8104136	2.14e-01	7.84e-02	1.9735674	-5.69909	0.2636281	HMX1	H6 family homeobox 1
7892803	2.14e-01	7.85e-02	-1.9733171	-5.69947	-0.2296955		
7893300	2.14e-01	7.85e-02	-1.9732483	-5.69958	-0.5179508		
7894784	2.14e-01	7.85e-02	-1.9731399	-5.69974	-0.3931691		
7980306	2.14e-01	7.85e-02	1.9731389	-5.69975	0.2943153		
7900999	2.14e-01	7.85e-02	1.9729796	-5.69999	0.3835681	C1orf228	chromosome 1 open reading frame 228
7972570	2.14e-01	7.85e-02	1.9726843	-5.70044	0.3872008	GGACT	gamma-glutamylamine cyclotransferase
7933279	2.14e-01	7.86e-02	-1.9725908	-5.70059	-0.3182606	FRMPD2B///FRMPD2	FERM and PDZ domain containing 2B, pseudogene///FERM and PDZ domain containing 2
7933394	2.14e-01	7.86e-02	-1.9725908	-5.70059	-0.3182606	FRMPD2B///FRMPD2	FERM and PDZ domain containing 2B, pseudogene///FERM and PDZ domain containing 2
7899348	2.14e-01	7.86e-02	1.9725442	-5.70066	0.2127527		
8156393	2.14e-01	7.86e-02	1.972532	-5.70068	0.2595809	SUSD3	sushi domain containing 3
7921738	2.14e-01	7.86e-02	1.9725266	-5.70069	0.399682	USF1	upstream transcription factor 1
8151457	2.14e-01	7.86e-02	1.9724379	-5.70082	1.1693689	HEY1	hes related family bHLH transcription factor with YRPW motif 1
8017391	2.14e-01	7.86e-02	-1.9721985	-5.70119	-0.4861178		
7967325	2.14e-01	7.86e-02	-1.9721021	-5.70134	-0.8691977	HCAR1	hydroxycarboxylic acid receptor 1
7895448	2.14e-01	7.86e-02	-1.9719974	-5.7015	-1.0668518		
7927814	2.14e-01	7.86e-02	-1.9719375	-5.70159	-0.3513417	SIRT1	sirtuin 1
8180341	2.14e-01	7.86e-02	1.9719178	-5.70162	0.2202239	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
7953569	2.14e-01	7.87e-02	1.9715979	-5.70212	0.8410138	PTPN6	protein tyrosine phosphatase, non-receptor type 6
8023948	2.14e-01	7.87e-02	1.9714101	-5.7024	0.3769235	TPGS1	tubulin polyglutamylase complex subunit 1
8055204	2.14e-01	7.87e-02	1.9712894	-5.70259	0.8201405		
8029107	2.14e-01	7.87e-02	1.9712769	-5.70261	0.8057454	CEACAM3	carcinoembryonic antigen related cell adhesion molecule 3
8051001	2.14e-01	7.87e-02	1.9712678	-5.70262	0.3025041	CGREF1	cell growth regulator with EF-hand domain 1
7905559	2.14e-01	7.87e-02	1.9711678	-5.70278	0.2391037	LELP1	late cornified envelope like proline rich 1
7980115	2.14e-01	7.87e-02	-1.9711283	-5.70284	-0.3106763	ABCD4///ABCD4	ATP binding cassette subfamily D member 4///ATP binding cassette subfamily D member 4
8132992	2.14e-01	7.88e-02	1.9708565	-5.70326	0.4765442		
8049071	2.14e-01	7.88e-02	1.9707279	-5.70345	0.2763418		
8140942	2.14e-01	7.88e-02	-1.9705238	-5.70377	-0.3549916	LOC100421561///FAM133CP///FAM133DP///FAM133B	family with sequence similarity 133 member B pseudogene///family with sequence similarity 133, member A pseudogene///family with sequence similarity 133, member A pseudogene///family with sequence similarity 133 member B
7919267	2.14e-01	7.88e-02	1.9704132	-5.70394	0.3279566		
7919347	2.14e-01	7.88e-02	1.9704132	-5.70394	0.3279566		
7892849	2.14e-01	7.89e-02	1.9702473	-5.70419	0.6165803		
8106107	2.14e-01	7.89e-02	-1.9700773	-5.70445	-0.6107067	PTCD2	pentatricopeptide repeat domain 2
7933947	2.15e-01	7.89e-02	1.9698607	-5.70479	0.2661257	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
8010967	2.15e-01	7.89e-02	1.9698362	-5.70482	0.7413639	NXN	nucleoredoxin
7963386	2.15e-01	7.90e-02	1.9691517	-5.70588	0.2606308	KRT82	keratin 82
8106597	2.15e-01	7.90e-02	-1.9688075	-5.7064	-0.2786806	SPZ1	spermatogenic leucine zipper 1
8156718	2.15e-01	7.90e-02	1.9688029	-5.70641	0.286816	NCBP1	nuclear cap binding protein subunit 1
8170702	2.15e-01	7.90e-02	1.9687825	-5.70644	0.2821956		
8102726	2.15e-01	7.91e-02	-1.9686887	-5.70659	-0.5690713		
8055137	2.15e-01	7.91e-02	1.9686869	-5.70659	0.7726858		
7959995	2.15e-01	7.91e-02	-1.9686569	-5.70664	-0.2525018	EP400	E1A binding protein p400
7921119	2.15e-01	7.91e-02	1.9685316	-5.70683	0.3202345		
7892807	2.15e-01	7.91e-02	-1.9684681	-5.70693	-0.3804275		
7893915	2.15e-01	7.91e-02	-1.9684495	-5.70695	-0.6328099		
7893537	2.15e-01	7.91e-02	-1.9683142	-5.70716	-0.6705166		
8073799	2.15e-01	7.91e-02	-1.9681821	-5.70737	-0.4806591	ATXN10	ataxin 10
7913776	2.15e-01	7.92e-02	-1.9677598	-5.70801	-0.241056	IFNLR1	interferon lambda receptor 1
7974617	2.15e-01	7.92e-02	-1.9677517	-5.70803	-0.3266575		
7939994	2.15e-01	7.92e-02	1.9674854	-5.70844	0.2814602	OR9G9///OR9G1	olfactory receptor family 9 subfamily G member 9///olfactory receptor family 9 subfamily G member 1
7956670	2.15e-01	7.92e-02	1.9673422	-5.70866	0.859924	USP15	ubiquitin specific peptidase 15
8038962	2.15e-01	7.93e-02	-1.9671696	-5.70892	-0.3292732	ZNF836	zinc finger protein 836
7917431	2.15e-01	7.93e-02	1.9671397	-5.70897	0.3489189		
8020226	2.15e-01	7.93e-02	1.9671132	-5.70901	0.2459184	PRELID3A	PRELI domain containing 3A
8146906	2.15e-01	7.93e-02	1.9670584	-5.70909	0.3071031		
8176163	2.15e-01	7.93e-02	1.9669587	-5.70924	0.4856384	GAB3	GRB2 associated binding protein 3
7901535	2.15e-01	7.93e-02	-1.9668355	-5.70943	-0.9971877	PODN	podocan
8028058	2.15e-01	7.93e-02	1.9668103	-5.70947	0.2039898	KIRREL2	kin of IRRE like 2 (Drosophila)
8000702	2.15e-01	7.94e-02	1.9664067	-5.71009	1.1754732	C16orf54	chromosome 16 open reading frame 54
8003601	2.15e-01	7.94e-02	1.9664067	-5.71009	1.1754732	C16orf54	chromosome 16 open reading frame 54
7924923	2.15e-01	7.94e-02	-1.9663426	-5.71019	-0.4465403	NUP133	nucleoporin 133
7964699	2.15e-01	7.94e-02	1.9661656	-5.71046	0.5371084		
7952988	2.15e-01	7.94e-02	-1.9661395	-5.7105	-0.4521949	ERC1	ELKS/RAB6-interacting/CAST family member 1
8169792	2.15e-01	7.94e-02	1.9660701	-5.71061	0.3656404	SH2D1A	SH2 domain containing 1A
7956894	2.15e-01	7.94e-02	1.9660097	-5.7107	0.3040447	HELB	DNA helicase B
8086315	2.15e-01	7.94e-02	1.9660083	-5.7107	0.3132841		
8157777	2.15e-01	7.94e-02	1.9659109	-5.71085	0.2541162	ADGRD2	adhesion G protein-coupled receptor D2
8091881	2.15e-01	7.94e-02	1.9658014	-5.71102	0.5414347		
8180221	2.15e-01	7.95e-02	1.965385	-5.71166	0.2346232		
7941457	2.15e-01	7.95e-02	1.9653677	-5.71169	0.3615206	CCDC85B	coiled-coil domain containing 85B
7951596	2.16e-01	7.95e-02	1.9650924	-5.71211	0.3147905	POU2AF1	POU class 2 associating factor 1
8095626	2.16e-01	7.96e-02	1.9644461	-5.7131	0.2176842		
8148902	2.16e-01	7.96e-02	1.9643896	-5.71319	0.2856565	GPT	glutamic--pyruvic transaminase
8030954	2.16e-01	7.96e-02	-1.9643104	-5.71331	-0.5317836	ZNF137P	zinc finger protein 137, pseudogene
8016847	2.16e-01	7.96e-02	1.9642566	-5.71339	0.5006164	TRIM25	tripartite motif containing 25
7892973	2.16e-01	7.97e-02	1.9640464	-5.71372	0.662607		
8119107	2.16e-01	7.97e-02	1.9639375	-5.71388	0.2428889		
7955464	2.16e-01	7.97e-02	-1.9637422	-5.71418	-0.4054748	DAZAP2	DAZ associated protein 2
8092239	2.16e-01	7.97e-02	1.9637219	-5.71421	0.3850579		
8179055	2.16e-01	7.97e-02	1.9636882	-5.71427	0.6155137	ZNRD1	zinc ribbon domain containing 1
7929952	2.16e-01	7.97e-02	1.9636252	-5.71436	0.4135173		
8031297	2.16e-01	7.97e-02	1.9636146	-5.71438	1.1357474	1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin-like receptor, three domains, pseudogene///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
7935146	2.16e-01	7.97e-02	1.9635807	-5.71443	0.726146	NOC3L	NOC3 like DNA replication regulator
8044640	2.16e-01	7.97e-02	-1.9635471	-5.71448	-0.4294441	PGM5P2///PGM5	phosphoglucomutase 5 pseudogene 2///phosphoglucomutase 5
8075198	2.16e-01	7.97e-02	-1.9635055	-5.71455	-0.2899025		
7997188	2.16e-01	7.97e-02	1.9634409	-5.71465	1.1565334	HP	haptoglobin
7892632	2.16e-01	7.97e-02	-1.9634058	-5.7147	-1.2031137		
8159945	2.16e-01	7.97e-02	-1.9633911	-5.71472	-1.0703905	AK3	adenylate kinase 3
7973448	2.16e-01	7.97e-02	-1.9633725	-5.71475	-0.434571	DHRS4L1///DHRS4L2///DHRS4	dehydrogenase/reductase 4 like 1///dehydrogenase/reductase 4 like 2///dehydrogenase/reductase 4
7892798	2.16e-01	7.98e-02	-1.9632826	-5.71489	-0.8393555		
8146941	2.16e-01	7.98e-02	1.9631704	-5.71506	0.2694692		
8045776	2.16e-01	7.98e-02	-1.9630886	-5.71519	-0.2915898	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13
8086683	2.16e-01	7.98e-02	1.96284	-5.71557	0.2932108	PRSS42	protease, serine 42
8147344	2.16e-01	7.98e-02	1.9628315	-5.71558	0.5378213	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1
8073214	2.16e-01	7.98e-02	-1.9627605	-5.71569	-0.4080416	TNRC6B	trinucleotide repeat containing 6B
8146790	2.16e-01	7.99e-02	-1.9625212	-5.71606	-0.5346983		
8162850	2.16e-01	7.99e-02	1.9625005	-5.71609	0.3924424	TEX10	testis expressed 10
8144226	2.16e-01	7.99e-02	1.9624778	-5.71612	0.99429		
8128890	2.16e-01	7.99e-02	1.9620964	-5.71671	0.3813268	GSTM2P1	glutathione S-transferase mu 2 pseudogene 1
8024557	2.16e-01	7.99e-02	-1.9620959	-5.71671	-0.3554423	GNA11	G protein subunit alpha 11
8104298	2.16e-01	7.99e-02	1.9619173	-5.71698	0.3336257	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
7986534	2.16e-01	7.99e-02	1.9618438	-5.7171	0.5935581		
7964739	2.16e-01	8.00e-02	1.9616341	-5.71742	0.2542903	LLPH	LLP homolog, long-term synaptic facilitation
7973745	2.16e-01	8.00e-02	1.9614758	-5.71766	0.7828787	FOXG1	forkhead box G1
8168456	2.16e-01	8.00e-02	1.9613759	-5.71781	0.3537723		
7987468	2.16e-01	8.00e-02	1.9612436	-5.71802	0.417822		
7895525	2.16e-01	8.01e-02	-1.9608667	-5.7186	-0.3302309		
7896303	2.16e-01	8.01e-02	1.9608149	-5.71868	0.7609052		
7894788	2.17e-01	8.01e-02	1.9604186	-5.71928	0.4445471		
7987068	2.17e-01	8.02e-02	1.9598769	-5.72011	0.2991343	TRPM1	transient receptor potential cation channel subfamily M member 1
8086216	2.17e-01	8.02e-02	1.9598667	-5.72013	0.9050214		
7932451	2.17e-01	8.02e-02	-1.9597975	-5.72024	-0.3499842		
7909250	2.17e-01	8.02e-02	1.9597188	-5.72036	0.2648487	IL19	interleukin 19
8051273	2.17e-01	8.02e-02	1.9595847	-5.72056	0.3455237		
8044574	2.17e-01	8.03e-02	1.9593315	-5.72095	0.9819528	IL1RN	interleukin 1 receptor antagonist
8175755	2.17e-01	8.03e-02	-1.9592799	-5.72103	-0.6533207	CETN2	centrin 2
7892759	2.17e-01	8.03e-02	-1.9590263	-5.72142	-0.6621061		
8031893	2.17e-01	8.04e-02	-1.9586394	-5.72201	-0.3070922	ZNF8	zinc finger protein 8
8084092	2.17e-01	8.04e-02	-1.9586213	-5.72204	-0.5414248	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5
8034983	2.17e-01	8.04e-02	1.9585226	-5.72219	0.328567	BRD4	bromodomain containing 4
8113350	2.17e-01	8.04e-02	1.9582698	-5.72258	0.7907637		
7923798	2.17e-01	8.04e-02	-1.9582196	-5.72266	-0.5828762	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
7895966	2.17e-01	8.04e-02	-1.9580807	-5.72287	-0.2922685		
8148949	2.17e-01	8.04e-02	-1.9580423	-5.72293	-0.3998753	TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1
8017212	2.17e-01	8.05e-02	1.9577052	-5.72344	0.423212	USP32	ubiquitin specific peptidase 32
8055060	2.17e-01	8.05e-02	-1.957521	-5.72373	-0.3024057	WDR33	WD repeat domain 33
8108822	2.17e-01	8.05e-02	1.957298	-5.72407	0.344364	RELL2	RELT like 2
7906370	2.17e-01	8.06e-02	1.9569807	-5.72455	0.2916726		
7988713	2.17e-01	8.06e-02	-1.9569091	-5.72466	-0.3193485	TRPM7	transient receptor potential cation channel subfamily M member 7
7982100	2.17e-01	8.06e-02	1.9567606	-5.72489	0.3365037		
7952599	2.17e-01	8.06e-02	1.9567297	-5.72494	0.2934178		
7903765	2.18e-01	8.06e-02	-1.9565728	-5.72518	-1.5846968	GSTM1	glutathione S-transferase mu 1
8131811	2.18e-01	8.06e-02	1.9565266	-5.72525	0.3562574		
8031358	2.18e-01	8.06e-02	1.9564931	-5.7253	1.1090342	KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
7893729	2.18e-01	8.07e-02	1.9564264	-5.7254	0.4377554		
8028719	2.18e-01	8.07e-02	1.9560984	-5.72591	0.2383685	DLL3	delta like canonical Notch ligand 3
8037272	2.18e-01	8.07e-02	1.9559373	-5.72615	0.4216578	PSG10P///PSG8///PSG11///PSG9///PSG7///PSG6///PSG5///PSG4///PSG3///PSG2///PSG1	pregnancy specific beta-1-glycoprotein 10, pseudogene///pregnancy specific beta-1-glycoprotein 8///pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 9///pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)///pregnancy specific beta-1-glycoprotein 6///pregnancy specific beta-1-glycoprotein 5///pregnancy specific beta-1-glycoprotein 4///pregnancy specific beta-1-glycoprotein 3///pregnancy specific beta-1-glycoprotein 2///pregnancy specific beta-1-glycoprotein 1
8005089	2.18e-01	8.07e-02	-1.9558592	-5.72627	-0.2158863	COX10	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor
8094830	2.18e-01	8.08e-02	1.9556505	-5.72659	0.2296011	TMEM33	transmembrane protein 33
8110721	2.18e-01	8.08e-02	1.955547	-5.72675	0.2530104	ZDHHC11	zinc finger DHHC-type containing 11
8039820	2.18e-01	8.08e-02	1.9555029	-5.72682	0.859692	KIR2DS2///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3
7893644	2.18e-01	8.08e-02	-1.9555018	-5.72682	-0.6897139		
7895776	2.18e-01	8.08e-02	-1.9554403	-5.72692	-0.6661366		
