,Unnamed: 0,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
4539,4763,728310,0.0227,0.00468,0.8218,-2.828388,-2.3244237,12.06,GOLGA6L7,golgin A6 family like 7
4543,4768,100101266,0.0228,0.0047,0.3503,-2.826628,-0.9901326,214.45,HAVCR1P1,hepatitis A virus cellular receptor 1 pseudogene 1
4544,4769,101954276,0.0228,0.00471,0.9844,-2.826332,-2.7822275,36.3,RNVU1-6,"RNA, variant U1 small nuclear 6"
4545,4770,63947,0.0228,0.00471,0.6247,-2.826351,-1.7655305,14.84,DMRTC1,DMRT like family C1
4547,4772,152137,0.0229,0.00472,0.1861,-2.825526,-0.5258778,3172.8,CCDC50,coiled-coil domain containing 50
4549,4774,89832,0.0229,0.00472,0.4984,-2.825402,-1.4081956,137.26,CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
4553,4778,163051,0.0229,0.00473,0.2407,-2.824635,-0.6799368,612.64,ZNF709,zinc finger protein 709
4554,4779,105377896,0.0229,0.00474,1.336,-2.824483,-3.773585,62.35,LOC105377896,uncharacterized LOC105377896
4555,4780,27296,0.0229,0.00474,0.288,-2.824256,-0.8134144,162.29,TP53TG5,TP53 target 5
4556,4781,101927780,0.0229,0.00474,0.7168,-2.824129,-2.0243826,93.68,LINC01303,long intergenic non-protein coding RNA 1303
4557,4783,79047,0.0229,0.00474,0.3303,-2.82396,-0.9328241,732.45,KCTD15,potassium channel tetramerization domain containing 15
4558,4784,80144,0.0229,0.00475,0.4159,-2.823538,-1.1742032,7225.94,FRAS1,Fraser extracellular matrix complex subunit 1
4559,4785,100507415,0.0229,0.00475,0.6002,-2.823519,-1.6946802,22.8,FAM220CP,"family with sequence similarity 220 member C, pseudogene"
4561,4787,23263,0.0229,0.00475,0.3136,-2.823385,-0.8853504,1277.68,MCF2L,MCF.2 cell line derived transforming sequence like
4565,4792,534,0.023,0.00477,0.3777,-2.821901,-1.0658683,48.74,ATP6V1G2,ATPase H+ transporting V1 subunit G2
4567,4794,4040,0.0231,0.00479,0.2562,-2.821091,-0.7228706,4153.02,LRP6,LDL receptor related protein 6
4568,4796,112267942,0.0231,0.00479,0.3025,-2.820516,-0.8531416,157.71,LOC112267942,uncharacterized LOC112267942
4569,4798,105376216,0.0231,0.0048,0.3151,-2.81993,-0.8884641,415.31,LOC105376216,uncharacterized LOC105376216
4571,4800,5314,0.0232,0.00481,0.7223,-2.819324,-2.0364511,20.72,PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin
4574,4805,105369293,0.0232,0.00483,1.2419,-2.818015,-3.4996756,11.63,LOC105369293,uncharacterized LOC105369293
4582,4815,100507203,0.0233,0.00486,0.5061,-2.816131,-1.4253554,15.24,SMLR1,small leucine rich protein 1
4586,4819,100506134,0.0233,0.00487,0.4009,-2.815677,-1.1286899,32.25,TTC21B-AS1,TTC21B antisense RNA 1
4589,4822,102724190,0.0234,0.00488,0.4628,-2.815175,-1.30277,19.8,LINC02289,long intergenic non-protein coding RNA 2289
4590,4823,105373338,0.0234,0.00488,0.5172,-2.815047,-1.4558419,24.41,ENOX2-AS1,ENOX2 antisense RNA 1
4597,4831,105371981,0.0235,0.0049,0.5211,-2.813378,-1.4661374,213.43,LOC105371981,uncharacterized LOC105371981
4599,4833,151306,0.0235,0.00491,0.6965,-2.812905,-1.959125,19.99,GPBAR1,G protein-coupled bile acid receptor 1
4600,4834,2741,0.0235,0.00491,0.4565,-2.812956,-1.2841955,30.93,GLRA1,glycine receptor alpha 1
4603,4837,4703,0.0236,0.00493,0.3256,-2.81141,-0.9154544,466.1,NEB,nebulin
4607,4841,23645,0.0236,0.00494,0.5117,-2.81079,-1.4382038,1602.91,PPP1R15A,protein phosphatase 1 regulatory subunit 15A
4609,4844,104326058,0.0236,0.00495,0.2489,-2.810227,-0.6995576,164.91,SMAD1-AS1,SMAD1 antisense RNA 1
4610,4845,728635,0.0236,0.00495,0.3632,-2.810307,-1.0208381,34.8,DHRS4L1,dehydrogenase/reductase 4 like 1 (pseudogene)
4611,4846,23030,0.0236,0.00495,0.1912,-2.810257,-0.5373013,2508.43,KDM4B,lysine demethylase 4B
4616,4851,59269,0.0237,0.00497,0.2398,-2.809159,-0.673535,1135.68,HIVEP3,HIVEP zinc finger 3
4618,4853,90865,0.0237,0.00497,0.7035,-2.808655,-1.9758328,521.03,IL33,interleukin 33
4620,4855,162655,0.0237,0.00498,0.2251,-2.808483,-0.6323122,351.79,ZNF519,zinc finger protein 519
4621,4856,105379085,0.0237,0.00498,0.6811,-2.808237,-1.9126298,23.96,LOC105379085,uncharacterized LOC105379085
4625,4863,127435,0.0238,0.00501,0.7383,-2.806267,-2.0718299,435.66,PODN,podocan
4627,4865,64753,0.0238,0.00502,0.3102,-2.805902,-0.8703668,97.17,CCDC136,coiled-coil domain containing 136
4629,4868,133686,0.0239,0.00504,0.2376,-2.804323,-0.6663342,1242.88,NADK2,"NAD kinase 2, mitochondrial"
4630,4869,51156,0.024,0.00505,0.7332,-2.804025,-2.0559499,10.23,SERPINA10,serpin family A member 10
4631,4870,29767,0.024,0.00505,0.2951,-2.803955,-0.8275774,1037.39,TMOD2,tropomodulin 2
4632,4871,100505536,0.024,0.00505,0.7903,-2.803951,-2.2158693,75.61,ISM1-AS1,ISM1 antisense RNA 1
4633,4872,6434,0.024,0.00505,0.2269,-2.803616,-0.6360515,4850.09,TRA2B,transformer 2 beta homolog
4634,4873,10982,0.024,0.00505,0.4043,-2.803671,-1.1334304,1103.8,MAPRE2,microtubule associated protein RP/EB family member 2
4635,4874,100132354,0.024,0.00506,0.6952,-2.803405,-1.9488895,11.91,LINC01512,long intergenic non-protein coding RNA 1512
4636,4875,83716,0.024,0.00506,0.4309,-2.803266,-1.2078128,1173.26,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2
4637,4876,54438,0.024,0.00506,0.3381,-2.803135,-0.947756,708.07,GFOD1,glucose-fructose oxidoreductase domain containing 1
4638,4877,116362,0.024,0.00507,0.2784,-2.802659,-0.7802554,71.76,RBP7,retinol binding protein 7
4639,4878,105379096,0.024,0.00507,0.4171,-2.802783,-1.1689373,79.32,LOC105379096,uncharacterized LOC105379096
4640,4879,79652,0.024,0.00507,0.2861,-2.802712,-0.8019661,425.13,TMEM204,transmembrane protein 204
4641,4880,57150,0.024,0.00507,0.2005,-2.80244,-0.5617936,273.98,SMIM8,small integral membrane protein 8
4642,4881,101928471,0.024,0.00507,0.7076,-2.802494,-1.9831288,42.54,SOX5-AS1,SOX5 antisense RNA 1
4646,4885,9924,0.0241,0.0051,0.1905,-2.800535,-0.5333721,2127.18,PAN2,poly(A) specific ribonuclease subunit PAN2
4647,4886,774,0.0242,0.00511,0.8387,-2.800127,-2.3484605,31.63,CACNA1B,calcium voltage-gated channel subunit alpha1 B
4649,4889,1879,0.0243,0.00513,0.5552,-2.798621,-1.5538439,2108.81,EBF1,EBF transcription factor 1
4650,4892,97,0.0243,0.00514,0.2871,-2.798131,-0.8032703,235.72,ACYP1,acylphosphatase 1
4651,4893,81831,0.0243,0.00514,0.4199,-2.797903,-1.1747154,260.27,NETO2,neuropilin and tolloid like 2
4652,4894,9754,0.0243,0.00515,0.3261,-2.797348,-0.9122574,473.33,STARD8,StAR related lipid transfer domain containing 8
4656,4901,8406,0.0244,0.00518,0.6014,-2.795927,-1.6814148,272.03,SRPX,sushi repeat containing protein X-linked
4657,4902,100131060,0.0244,0.00518,0.4347,-2.795508,-1.2152823,71.34,LINC01135,long intergenic non-protein coding RNA 1135
4662,4907,3337,0.0246,0.00523,0.6563,-2.792588,-1.8328651,5131.25,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1
4665,4912,114876,0.0248,0.00527,0.2641,-2.790279,-0.7369388,1258.4,OSBPL1A,oxysterol binding protein like 1A
4666,4913,84502,0.0248,0.00527,0.5759,-2.789955,-1.6066288,21.53,JPH4,junctophilin 4
4668,4915,114796,0.0249,0.00529,0.3676,-2.78895,-1.0252336,198.98,PSMG3-AS1,PSMG3 antisense RNA 1 (head to head)
4670,4917,100996447,0.025,0.00531,0.3213,-2.787691,-0.8955699,46.52,MLF1-DT,MLF1 divergent transcript
4671,4919,100506188,0.025,0.00532,0.723,-2.787075,-2.015187,18.74,LINC03001,long intergenic non-protein coding RNA 3001
4672,4920,100506211,0.025,0.00532,0.6189,-2.787109,-1.7250229,19.55,MIR210HG,MIR210 host gene
4674,4922,26834,0.025,0.00533,0.7486,-2.786179,-2.0856853,16.07,RNU4-2,"RNA, U4 small nuclear 2"
4677,4925,105375382,0.0251,0.00534,0.7123,-2.785561,-1.9842431,13.78,LOC105375382,uncharacterized LOC105375382
4678,4927,23460,0.0251,0.00535,0.7248,-2.784905,-2.0185832,809.96,ABCA6,ATP binding cassette subfamily A member 6
4679,4928,101929591,0.0251,0.00536,0.4424,-2.784828,-1.2319739,131.97,KIZ-AS1,KIZ antisense RNA 1
4684,4933,11103,0.0252,0.00538,0.2343,-2.783439,-0.6522874,1967.62,KRR1,KRR1 small subunit processome component homolog
4686,4935,253769,0.0253,0.00539,0.2438,-2.78264,-0.6785096,1427.43,WDR27,WD repeat domain 27
4690,4940,388761,0.0253,0.00541,0.7876,-2.781467,-2.1908026,16.93,OR14A2,olfactory receptor family 14 subfamily A member 2
4692,4942,130813,0.0254,0.00543,0.6736,-2.780489,-1.8728544,28.8,C2orf50,chromosome 2 open reading frame 50
4693,4946,1805,0.0255,0.00546,1.0595,-2.778591,-2.9439334,712.32,DPT,dermatopontin
4695,4948,134121,0.0256,0.00547,0.7815,-2.777734,-2.170778,19.37,CFAP90,cilia and flagella associated protein 90
4698,4951,8659,0.0256,0.00548,0.3934,-2.777164,-1.0925417,230.77,ALDH4A1,aldehyde dehydrogenase 4 family member A1
4700,4953,84557,0.0256,0.00549,0.4316,-2.776978,-1.198607,134.04,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha
4703,4956,105376176,0.0256,0.0055,0.3239,-2.776361,-0.8992661,43.98,LOC105376176,uncharacterized LOC105376176
4704,4959,65268,0.0257,0.00551,0.5248,-2.775821,-1.4567304,156.4,WNK2,WNK lysine deficient protein kinase 2
4705,4960,8499,0.0257,0.00551,0.4038,-2.77531,-1.1207846,70.89,PPFIA2,PTPRF interacting protein alpha 2
4706,4961,11170,0.0257,0.00552,0.3475,-2.774815,-0.964171,1029.68,FAM107A,family with sequence similarity 107 member A
4707,4962,339318,0.0258,0.00553,0.2074,-2.774455,-0.5753067,986.98,ZNF181,zinc finger protein 181
4711,4967,55084,0.0258,0.00555,0.3946,-2.773145,-1.0941756,427.07,SOBP,sine oculis binding protein homolog
4712,4968,94,0.0258,0.00555,0.3344,-2.773202,-0.9272808,730.39,ACVRL1,activin A receptor like type 1
4715,4971,105372270,0.026,0.00558,0.5522,-2.771249,-1.5303056,18.61,LOC105372270,uncharacterized LOC105372270
4718,4974,642852,0.026,0.00559,0.3172,-2.770726,-0.8788836,706.72,LINC00205,long intergenic non-protein coding RNA 205
4719,4975,100288520,0.026,0.0056,0.5515,-2.770461,-1.5278044,57.69,USP17L15,ubiquitin specific peptidase 17 like family member 15
4721,4977,285889,0.026,0.00561,0.6706,-2.769943,-1.8576017,38.12,LOC285889,uncharacterized LOC285889
4722,4980,160622,0.0261,0.00563,0.5005,-2.768517,-1.3855907,325.92,TAMALIN,trafficking regulator and scaffold protein tamalin
4725,4983,110599565,0.0262,0.00565,0.3154,-2.767602,-0.8728591,31.53,UC.134,long non-coding RNA uc.134
4726,4984,78989,0.0262,0.00565,0.4655,-2.767303,-1.2880702,74.32,COLEC11,collectin subfamily member 11
4727,4985,442721,0.0262,0.00565,0.8375,-2.767304,-2.3176323,14.82,LMOD2,leiomodin 2
4728,4987,123688,0.0262,0.00566,0.3132,-2.766697,-0.8665135,161.55,HYKK,hydroxylysine kinase
4732,4993,116966,0.0263,0.00567,0.4878,-2.766173,-1.3492587,542.8,WDR17,WD repeat domain 17
4733,4994,116969,0.0263,0.00567,0.6156,-2.766126,-1.7028946,29.53,ART5,ADP-ribosyltransferase 5
4737,4999,55906,0.0264,0.00571,0.2437,-2.764119,-0.6735431,258.76,ZC4H2,zinc finger C4H2-type containing
4739,5001,9532,0.0264,0.00571,0.2813,-2.763849,-0.7775527,1205.1,BAG2,BAG cochaperone 2
4740,5002,56124,0.0264,0.00572,0.4461,-2.763297,-1.2326921,57.38,PCDHB12,protocadherin beta 12
4743,5005,5991,0.0265,0.00574,0.3024,-2.762238,-0.8351846,1543.66,RFX3,regulatory factor X3
4744,5006,100288122,0.0265,0.00574,0.4974,-2.762,-1.3737181,100.56,LDLRAD4-AS1,LDLRAD4 antisense RNA 1
4750,5014,107984573,0.0266,0.00577,0.3862,-2.760632,-1.0661134,136.68,LOC107984573,uncharacterized LOC107984573
4752,5017,105376146,0.0266,0.00578,0.64,-2.760001,-1.7664951,9.81,LOC105376146,synapsin-1
4753,5019,1373,0.0266,0.00578,0.5621,-2.759777,-1.5513552,226.15,CPS1,carbamoyl-phosphate synthase 1
4754,5020,339874,0.0266,0.00579,0.4043,-2.759671,-1.1156172,273.2,NUDT16-DT,NUDT16 divergent transcript
4759,5025,100652781,0.0267,0.00581,0.6697,-2.758202,-1.8472966,139.21,SNX29P1,sorting nexin 29 pseudogene 1
4763,5030,400508,0.0268,0.00583,0.4693,-2.757406,-1.2940686,70.35,CRYM-AS1,CRYM antisense RNA 1
4768,5036,105369397,0.0269,0.00585,0.6333,-2.755954,-1.7452715,17.51,LOC105369397,uncharacterized LOC105369397
4769,5037,53630,0.0269,0.00585,0.6174,-2.755814,-1.701435,15.08,BCO1,beta-carotene oxygenase 1
4770,5039,105376442,0.0269,0.00586,0.5628,-2.755621,-1.5507544,46.82,LOC105376442,uncharacterized LOC105376442
4771,5040,105376090,0.0269,0.00586,0.2333,-2.755516,-0.6429672,184.91,LOC105376090,uncharacterized LOC105376090
4772,5041,57591,0.0269,0.00587,0.1941,-2.754831,-0.534684,1020.64,MRTFA,myocardin related transcription factor A
4775,5044,55568,0.027,0.00589,0.3086,-2.75396,-0.8499443,2770.04,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10
4776,5045,105370198,0.027,0.00589,0.4423,-2.754024,-1.2181453,38.18,LOC105370198,uncharacterized LOC105370198
4777,5048,56971,0.027,0.0059,0.2902,-2.753528,-0.7990119,79.54,CEACAM19,CEA cell adhesion molecule 19
4780,5054,107986525,0.0271,0.00593,0.8437,-2.751371,-2.3212306,11.14,LOC107986525,uncharacterized LOC107986525
4781,5055,2738,0.0271,0.00594,0.2325,-2.751263,-0.6396842,77.52,GLI4,GLI family zinc finger 4
4783,5057,285419,0.0272,0.00595,0.5533,-2.750429,-1.5218749,26.05,LINC01091,long intergenic non-protein coding RNA 1091
4786,5060,55351,0.0273,0.00597,0.4994,-2.749258,-1.3729134,89.21,STK32B,serine/threonine kinase 32B
4792,5066,653687,0.0274,0.006,0.3856,-2.747977,-1.0596267,39.79,FAM226B,family with sequence similarity 226 member B
4794,5069,105377113,0.0274,0.00601,0.3752,-2.747167,-1.030812,78.65,LOC105377113,uncharacterized LOC105377113
4797,5072,65009,0.0275,0.00603,0.3366,-2.746006,-0.9242402,210.74,NDRG4,NDRG family member 4
4799,5074,107986997,0.0275,0.00604,0.2365,-2.745652,-0.6494395,647.9,LOC107986997,uncharacterized LOC107986997
4802,5079,84186,0.0276,0.00607,0.2043,-2.743746,-0.5605341,1417.69,ZCCHC7,zinc finger CCHC-type containing 7
4804,5081,102724100,0.0277,0.0061,0.7389,-2.742482,-2.026323,17.36,SLC35F3-AS1,SLC35F3 antisense RNA 1
4807,5085,105377348,0.0277,0.0061,0.3178,-2.742213,-0.8715348,92.28,UBE2D3-AS1,UBE2D3 antisense RNA 1
4808,5086,105377757,0.0278,0.00611,0.6313,-2.742056,-1.7309414,54.05,LOC105377757,uncharacterized LOC105377757
4809,5087,107987007,0.0278,0.00611,0.4427,-2.741586,-1.2137063,33.75,LOC107987007,uncharacterized LOC107987007
4810,5088,1842,0.0278,0.00611,0.4221,-2.741649,-1.1573178,557.5,ECM2,extracellular matrix protein 2
4813,5092,2308,0.0278,0.00612,0.2292,-2.74104,-0.6281442,3401.84,FOXO1,forkhead box O1
4814,5093,84984,0.0278,0.00613,0.3043,-2.740738,-0.833892,65.92,CEP19,centrosomal protein 19
4815,5094,101929234,0.0278,0.00614,0.4469,-2.740449,-1.2246615,28.94,LOC101929234,uncharacterized LOC101929234
4817,5096,729288,0.0278,0.00613,0.2947,-2.740499,-0.8076568,107.76,ZNF286B,zinc finger protein 286B (pseudogene)
4818,5097,989,0.0278,0.00614,0.1897,-2.740363,-0.5199653,2696.62,SEPTIN7,septin 7
4820,5101,403150,0.0279,0.00616,0.551,-2.738891,-1.5090986,33.07,FOSL2-AS1,FOSL2 antisense RNA 1
4822,5104,645030,0.028,0.00618,0.3926,-2.738316,-1.0751561,130.42,NFIA-AS1,NFIA antisense RNA 1
4823,5105,101929469,0.028,0.00618,0.3558,-2.738151,-0.9741221,107.48,TEX52,testis expressed 52
4828,5111,57631,0.0281,0.00621,0.4827,-2.736639,-1.3210832,237.45,LRCH2,leucine rich repeats and calponin homology domain containing 2
4829,5112,554282,0.0281,0.00622,0.4104,-2.736163,-1.1228592,25.4,FAM72C,family with sequence similarity 72 member C
4831,5114,26047,0.0281,0.00622,0.8704,-2.735796,-2.3813346,39.51,CNTNAP2,contactin associated protein 2
4833,5118,107985192,0.0282,0.00625,0.4346,-2.734282,-1.1882711,25.18,LOC107985192,uncharacterized LOC107985192
4834,5119,10397,0.0283,0.00626,0.2839,-2.733967,-0.7760544,3565.34,NDRG1,N-myc downstream regulated 1
4836,5122,283310,0.0283,0.00627,0.6764,-2.73324,-1.8487989,19.21,OTOGL,otogelin like
4837,5123,200150,0.0283,0.00628,1.1781,-2.732854,-3.2195912,26.6,PLD5,phospholipase D family member 5
4839,5127,4942,0.0284,0.0063,0.1855,-2.731607,-0.5066273,1978.83,OAT,ornithine aminotransferase
4840,5128,84068,0.0284,0.00631,0.2355,-2.731439,-0.6432753,631.73,SLC10A7,solute carrier family 10 member 7
4841,5129,219854,0.0284,0.00631,0.2148,-2.731282,-0.5867401,465.73,TMEM218,transmembrane protein 218
4842,5130,57494,0.0284,0.00631,0.3079,-2.731344,-0.8408792,2070.84,RIMKLB,ribosomal modification protein rimK like family member B
4843,5131,64147,0.0284,0.00631,0.2331,-2.731109,-0.6367244,359.69,KIF9,kinesin family member 9
4844,5132,112268274,0.0285,0.00632,0.6999,-2.730797,-1.9113368,37.56,LOC112268274,uncharacterized LOC112268274
4847,5136,51066,0.0285,0.00634,0.6494,-2.729896,-1.7727995,39.71,SSUH2,ssu-2 homolog
4849,5138,92610,0.0285,0.00634,0.2291,-2.729567,-0.6252353,1228.64,TIFA,TRAF interacting protein with forkhead associated domain
4851,5140,57018,0.0286,0.00635,0.3787,-2.729203,-1.0334926,4623.56,CCNL1,cyclin L1
4853,5142,105379016,0.0286,0.00636,0.3677,-2.728654,-1.0033681,91.4,LOC105379016,uncharacterized LOC105379016
4854,5143,105374795,0.0287,0.00639,0.4902,-2.72701,-1.3368283,66.94,LOC105374795,uncharacterized LOC105374795
4857,5148,100505832,0.0288,0.00642,1.2429,-2.725459,-3.3875119,43.06,PROX1-AS1,PROX1 antisense RNA 1
4860,5152,100302159,0.0289,0.00645,0.8327,-2.724092,-2.2684764,7.56,MIR548F3,microRNA 548f-3
4861,5154,111082993,0.0289,0.00645,0.5524,-2.723765,-1.504596,11.74,LINC02569,long intergenic non-protein coding RNA 2569
4863,5156,2869,0.029,0.00646,0.3692,-2.723443,-1.0053826,904.03,GRK5,G protein-coupled receptor kinase 5
4865,5160,81930,0.0291,0.00649,0.422,-2.721892,-1.1485395,203.17,KIF18A,kinesin family member 18A
4868,5163,8790,0.0292,0.00651,0.2179,-2.720847,-0.5928448,1046.52,FPGT,fucose-1-phosphate guanylyltransferase
4869,5164,729,0.0292,0.00652,1.1191,-2.720659,-3.0447648,69.26,C6,complement C6
4870,5165,111216275,0.0292,0.00652,0.4799,-2.720224,-1.3053652,41.61,KIF26B-AS1,KIF26B antisense RNA 1
4871,5166,100505921,0.0292,0.00652,0.4327,-2.720188,-1.1771123,59.49,GLCCI1-DT,GLCCI1 divergent transcript
4872,5167,7145,0.0292,0.00653,0.2426,-2.719841,-0.6599452,11535.62,TNS1,tensin 1
4874,5169,105377979,0.0292,0.00653,0.8473,-2.719688,-2.3042675,97.26,LOC105377979,uncharacterized LOC105377979
4875,5170,130733,0.0292,0.00654,0.4415,-2.719482,-1.2007508,175.12,TMEM178A,transmembrane protein 178A
4876,5171,101927896,0.0293,0.00655,0.8657,-2.718985,-2.3538726,21.63,LOC101927896,uncharacterized LOC101927896
4877,5172,155038,0.0293,0.00655,0.4388,-2.719081,-1.193058,772.78,GIMAP8,"GTPase, IMAP family member 8"
4878,5173,56890,0.0293,0.00655,0.1953,-2.718943,-0.5309066,581.98,MDM1,Mdm1 nuclear protein
4881,5177,105377971,0.0293,0.00656,0.4868,-2.718176,-1.3231771,52.82,LOC105377971,uncharacterized LOC105377971
4883,5179,101930085,0.0294,0.00658,0.2396,-2.717524,-0.6510992,344.48,HERPUD2-AS1,HERPUD2 antisense RNA 1
4885,5183,642515,0.0294,0.00659,0.6477,-2.717024,-1.7598658,41.6,PRRT1B,proline rich transmembrane protein 1B
4886,5185,101928388,0.0296,0.00663,0.6141,-2.714757,-1.6671888,12.33,PLA2G4E-AS1,PLA2G4E antisense RNA 1
4887,5186,105373037,0.0296,0.00663,0.3312,-2.714709,-0.8991437,75.41,LOC105373037,uncharacterized LOC105373037
4888,5187,100874073,0.0296,0.00664,0.4731,-2.714216,-1.2840037,34.68,FREM2-AS1,FREM2 antisense RNA 1
4890,5190,100996664,0.0296,0.00665,0.4119,-2.713904,-1.1177671,50.14,LOC100996664,uncharacterized LOC100996664
4891,5191,1039,0.0296,0.00665,0.2374,-2.713733,-0.6441138,1674.64,CDR2,cerebellar degeneration related protein 2
4892,5192,105375095,0.0297,0.00667,0.3866,-2.713038,-1.0489902,27.15,LOC105375095,uncharacterized LOC105375095
4894,5195,440278,0.0297,0.00668,0.3497,-2.712509,-0.9485333,81.24,CATSPER2P1,cation channel sperm associated 2 pseudogene 1
4896,5197,3034,0.0297,0.00668,0.5846,-2.712187,-1.5854221,49.39,HAL,histidine ammonia-lyase
4897,5199,130540,0.0298,0.00669,0.3173,-2.711849,-0.8605487,200.6,FLACC1,flagellum associated containing coiled-coil domains 1
4898,5200,100847019,0.0298,0.0067,0.5402,-2.711477,-1.4647379,23.98,MIR5687,microRNA 5687
4900,5202,105369826,0.0298,0.0067,0.5878,-2.711412,-1.5938452,12.02,LINC02821,long intergenic non-protein coding RNA 2821
4901,5203,9543,0.0298,0.0067,0.774,-2.711456,-2.0985635,20.02,IGDCC3,immunoglobulin superfamily DCC subclass member 3
4902,5204,387119,0.0298,0.00671,0.461,-2.710684,-1.2497366,800.13,CEP85L,centrosomal protein 85 like
4903,5206,646168,0.0299,0.00673,0.8208,-2.709945,-2.2242019,16.94,LRRC77P,"leucine rich repeat containing 77, pseudogene"
4905,5210,101929163,0.03,0.00676,0.6182,-2.708609,-1.6744402,14.73,TSBP1-AS1,TSBP1 and BTNL2 antisense RNA 1
4906,5211,6722,0.03,0.00676,0.4811,-2.708538,-1.3030636,1902.92,SRF,serum response factor
4907,5212,105369811,0.03,0.00676,0.4986,-2.708365,-1.3502925,32.38,LOC105369811,uncharacterized LOC105369811
4908,5213,101927546,0.03,0.00676,0.3212,-2.708236,-0.8699005,73.96,ANO7L1,anoctamin 7 like 1 (pseudogene)
4909,5214,6649,0.03,0.00676,0.6667,-2.708274,-1.8056384,278.74,SOD3,superoxide dismutase 3
4910,5215,5325,0.03,0.00677,0.2647,-2.708118,-0.7168282,481.55,PLAGL1,PLAG1 like zinc finger 1
4911,5216,57520,0.03,0.00677,0.2584,-2.707803,-0.6996947,1087.64,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
4914,5219,10324,0.0301,0.00681,0.3929,-2.706169,-1.0632615,170.1,KLHL41,kelch like family member 41
4916,5221,7151,0.0302,0.00681,0.3724,-2.705938,-1.0077963,23.22,TOP1P1,DNA topoisomerase I pseudogene 1
4917,5222,94031,0.0302,0.00682,0.6258,-2.705629,-1.693184,193.19,HTRA3,HtrA serine peptidase 3
4919,5224,105376829,0.0302,0.00683,0.2834,-2.704899,-0.7665293,123.41,LOC105376829,uncharacterized LOC105376829
4920,5225,2619,0.0303,0.00684,0.5184,-2.704503,-1.4020343,184.23,GAS1,growth arrest specific 1
